序号,课程名称,课程难度,作业多少,给分好坏,收获大小,选课类别,教学类型,课程类别,开课单位,课程层次,学分
239,计算机图形学（刘利刚）,中等,很多,超好,很多,计划,理论课,本科计划内课程,数学科学学院,专业选修,3.0
240,数学分析(A2)（左达峰）,中等,中等,超好,一般,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
241,微积分I（张瑞）,中等,中等,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,5.0
242,"光学A（陈巍, 王纺翔）",中等,很少,超好,很多,计划,理论课,本科计划内课程,物理学院,通修,4.0
243,数学分析(B1)（胡森）,中等,很少,超好,一般,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
244,计算机程序设计A（盛捷）,中等,很少,超好,很多,计划,理论实验课,本科计划内课程,信息科学技术学院,通修,4.0
245,电磁场理论（朱旗）,中等,很少,超好,一般,计划,理论课,本科计划内课程,电子工程与信息科学系,专业基础,3.0
246,羽毛球I（吴成林）,中等,很少,超好,很多,体育,理论课,体育选项,体育教学中心,通修,1.0
247,热学B（李二强）,中等,中等,超好,很多,计划,理论课,本科计划内课程,物理学院,通修,1.5
248,Web信息处理与应用（徐童）,中等,中等,超好,很多,计划,理论实验课,本科计划内课程,计算机科学与技术系,专业选修,3.5
249,大学英语（张曼君）,简单,很少,超好,没有,英语,理论课,本科计划内课程,外语系,通修,4.0
250,线性电子线路（许小东）,中等,中等,一般,很多,计划,理论课,本科计划内课程,信息科学技术学院,专业基础,3.0
251,理论力学A（李明哲）,中等,中等,超好,很多,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
252,毛泽东思想和中国特色社会主义理论体系概论（李凌云）,简单,很少,超好,一般,计划,理论课,本科计划内课程,马克思主义理论教学研究部,通修,3.0
253,游泳（孙璐璐）,中等,很少,一般,很多,体育,理论课,体育选项,体育教学中心,通修,1.0
254,大学英语听说V（方晶）,中等,很少,超好,一般,英语,理论课,本科计划内课程,外语系,通修,1.0
255,游泳（刘德海）,简单,很少,超好,很多,体育,理论课,体育选项,体育教学中心,通修,1.0
256,化学原理A（徐鑫）,中等,很少,一般,很多,计划,理论课,本科计划内课程,化学系,专业基础,4.0
257,实分析(H)（任广斌）,中等,很少,超好,一般,计划,理论课,本科计划内课程,数学科学学院,专业核心,4.0
258,量子物理（朱界杰）,困难,中等,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,3.0
259,"概率论与数理统计（陈昱, 韩潇）",中等,中等,超好,很多,计划,理论课,本科计划内课程,统计与金融系,专业基础,3.0
260,社会主义发展史,简单,很少,超好,一般,通识,理论课,核心通识,马克思主义学院,通修,1.0
261,数学分析(B1)（郑业龙）,中等,中等,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
262,桥牌基础讲座与技巧（朱信龙）,中等,很少,超好,很多,通识,理论课,核心通识,体育教学中心,通修,1.0
263,量子力学B（涂涛）,简单,很少,超好,一般,计划,理论课,本科计划内课程,物理学院,专业基础,4.0
264,数据结构与数据库（司虎）,中等,中等,一般,一般,计划,理论实验课,本科计划内课程,电子科学与技术系,专业基础,3.5
265,"模拟与数字电路实验（张俊霞,  卢建良,  赵雅楠...）",困难,很多,超好,很多,计划,实验课,本科计划内课程,计算机科学与技术系,专业基础,1.0
266,"数据结构（马建辉, 龚伟）",中等,中等,超好,一般,计划,理论实验课,本科计划内课程,计算机科学与技术系,专业基础,4.0
267,篮球II（吴成林）,中等,很少,超好,一般,体育,理论课,体育选项,体育教学中心,通修,1.0
268,力学（丁桂军）,中等,中等,一般,很多,计划,理论课,本科计划内课程,物理学院,通修,4.0
269,计算机网络（田野）,中等,很少,超好,一般,计划,理论实验课,本科计划内课程,计算机科学与技术系,专业基础,3.5
270,"现代原子与分子物理导论（苑震生, 盛东）",中等,中等,一般,很多,基础,理论课,研究生课程,近代物理系,本研贯通,4.0
271,高级英语阅读A（柳青）,中等,很少,一般,一般,英语拓展,理论课,英语拓展课程,外语系,通修,2.0
272,马克思主义基本原理（张旭）,中等,很少,一般,一般,计划,理论课,本科计划内课程,马克思主义学院,通修,3.0
273,数学分析(B2)（吴健）,中等,中等,一般,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
274,有机化学B（李光水）,困难,中等,超好,很多,计划,理论课,本科计划内课程,化学系,专业基础,4.0
275,概率论与数理统计（陈昱）,中等,中等,超好,很多,计划,理论课,本科计划内课程,统计与金融系,专业基础,3.0
276,乒乓球I（孙劲松）,中等,很少,超好,很多,体育,理论课,体育选项,体育教学中心,通修,1.0
277,油画技法（郭浩）,中等,中等,超好,很多,通识,理论课,核心通识,艺术教学中心,通修,2.0
278,"化学原理A（江海龙, 姚宏斌）",简单,很少,超好,很多,计划,理论课,本科计划内课程,化学系,专业基础,4.0
279,乒乓球I（胡洋）,简单,很少,超好,很多,体育,理论课,体育选项,体育教学中心,通修,1.0
280,数学分析(B1)（夏银华）,中等,中等,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
281,光学B（陈耕）,中等,很少,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,2.0
282,英语交流进阶III（Bradley Thomas Hotle）,中等,中等,超好,一般,英语,理论课,本科计划内课程,外语教学中心,通修,1.0
283,线性代数(B1)（郭文彬）,中等,中等,一般,一般,计划,理论课,本科计划内课程,数学科学学院,通修,4.0
284,光学与原子物理（何海燕）,中等,很少,一般,很多,计划,理论课,本科计划内课程,物理学院,通修,4.0
285,"计算机图形学前沿（刘万东, 刘利刚, 张举勇）",中等,很少,超好,一般,计划,理论课,本科计划内课程,数学科学学院,通修,2.0
286,线性代数(B1)（李思敏）,中等,很少,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,4.0
287,基础体育（孙劲松）,中等,很少,超好,一般,体育,理论课,本科计划内课程,体育教学中心,通修,1.0
288,网球II（汤涛）,中等,中等,超好,一般,体育,理论课,体育选项,体育教学中心,通修,1.0
289,光学（周宗权）,中等,中等,超好,很多,计划,理论课,本科计划内课程,物理学院,通修,4.0
290,数学分析(B1)（申伊塃）,中等,中等,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
291,原子物理B（姚培军）,中等,中等,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,2.0
292,"电磁学A（潘海俊, 林箐）",困难,中等,超好,很多,计划,理论课,本科计划内课程,物理学院,通修,4.0
293,数学分析(B2)（李娟）,中等,很多,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
294,"形式化方法导引（熊焰, 黄文超, 解围）",中等,很少,超好,很多,计划,理论实验课,本科计划内课程,计算机科学与技术系,专业选修,3.0
295,随机过程（张土生）,中等,中等,超好,很多,基础,理论课,研究生课程,数学科学学院,本研贯通,4.0
296,英语交流II（龚伟峰）,中等,中等,超好,很多,英语,理论课,本科计划内课程,外语教学中心,通修,2.0
297,中国近现代史纲要（赵琼）,简单,很少,超好,一般,计划,理论课,本科计划内课程,马克思主义理论教学研究部,通修,2.5
298,数学分析(B2)（屠彩凤）,中等,中等,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
299,自动控制原理（吴刚）,中等,很多,一般,很多,计划,理论课,本科计划内课程,自动化系,专业基础,4.0
300,数学分析(A3)（胡森）,困难,中等,超好,一般,计划,理论课,本科计划内课程,数学科学学院,通修,4.0
301,英语交流进阶III（Aaron Lehman）,中等,很多,超好,一般,英语,理论课,本科计划内课程,外语教学中心,通修,1.0
302,力学与热学（朱弘）,中等,中等,一般,一般,计划,理论课,本科计划内课程,物理学院,通修,4.0
303,基础体育（崔峡）,简单,很少,一般,一般,体育,理论课,本科计划内课程,体育教学中心,通修,1.0
304,新闻英语（崔海建）,中等,中等,一般,一般,英语拓展,理论课,英语拓展课程,外语系,通修,2.0
305,多变量微积分（吴健）,中等,中等,超好,很多,计划,理论课,本科计划内课程,数学科学学院,通修,6.0
306,活动星系核（王俊贤）,中等,中等,一般,很多,专业,理论课,研究生课程,天文学系,硕士,4.0
307,中国美术作品欣赏（王祥）,简单,很少,超好,很多,通识,理论课,核心通识,人文素质教学研究部,通修,2.0
308,现代心理学（孔燕）,中等,很少,超好,很多,计划,理论课,本科计划内课程,科技传播与科技政策系,专业基础,3.0
309,数理方程B（黄伟）,中等,中等,超好,一般,计划,理论课,本科计划内课程,数学科学学院,专业基础,2.0
310,量化金融工程：从理论到实践（邢凯）,中等,中等,超好,很多,通识,理论实验课,一般通识,管理学院,自由选修,3.0
311,"科学哲学概论（吕凌峰, 史玉民, 徐飞）",中等,中等,超好,很多,通识,理论课,核心通识,科技哲学系,通修,2.0
312,力学B（闫锐）,中等,中等,超好,很多,计划,理论课,本科计划内课程,物理学院,通修,2.5
313,社会计算（徐童）,简单,很少,超好,很多,专业,理论实验课,研究生课程,计算机科学与技术系,硕士,2.5
314,代数数论（李加宁）,中等,中等,超好,很多,基础,理论课,研究生课程,数学科学学院,硕士,4.0
315,中国现代文学名著选讲（慕课教师）,中等,很少,超好,很多,慕课通识,理论课,核心通识,人文与社会科学学院,通修,1.0
316,基础体育（唐莉）,简单,很少,超好,很多,体育,理论课,本科计划内课程,体育教学中心,通修,1.0
317,微分方程II(H)（韦勇）,困难,中等,超好,很多,计划,理论课,本科计划内课程,数学科学学院,专业核心,4.0
318,实验哲学（刘燊）,简单,很少,超好,一般,通识,理论课,核心通识,科技哲学系,通修,2.0
319,力学与热学（王海龙）,中等,很少,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,4.0
320,微分方程引论（宁吴庆）,中等,中等,超好,一般,计划,理论课,本科计划内课程,数学科学学院,专业核心,4.0
321,"化学原理A（吴长征, 林岳, 洪勋）",中等,中等,超好,一般,计划,理论课,本科计划内课程,化学系,专业基础,4.0
322,英语交流II（方晶）,中等,很少,超好,很多,英语,理论课,本科计划内课程,外语教学中心,通修,2.0
323,英语交流II（李兰兰）,中等,很少,超好,很多,英语,理论课,本科计划内课程,外语教学中心,通修,2.0
324,光学B（席铮）,中等,很少,超好,一般,计划,理论课,本科计划内课程,物理学院,通修,2.0
325,概率论与数理统计B（陈昱）,中等,中等,超好,很多,计划,理论课,本科计划内课程,统计与金融系,专业基础,3.0
326,电子设计实践基础（李玉虎）,中等,很少,超好,很多,通识,理论实验课,一般通识,信息科学技术学院,自由选修,2.0
327,图像处理基础（曹洋）,中等,很少,超好,很多,基础,理论课,研究生课程,自动化系,本研贯通,2.0
328,普通化学（常振旗）,简单,很少,超好,一般,计划,理论课,本科计划内课程,工程与应用物理系,专业基础,2.0
329,大学英语听说IV（李兰兰）,中等,很少,一般,一般,英语,理论课,本科计划内课程,外语系,通修,1.0
